location,county_fips,activity,human_cases,neuro_cases,blood_donor_cases,year
"NE, Boyd",31015,Human infections and non-human activity,9.0,1.0,0.0,2024
"NE, Brown",31017,Human infections and non-human activity,35.0,6.0,2.0,2024
"NE, Buffalo",31019,Human infections and non-human activity,282.0,46.0,24.0,2024
"NE, Burt",31021,Human infections and non-human activity,14.0,5.0,3.0,2024
"NE, Cedar",31027,Human infections and non-human activity,19.0,6.0,2.0,2024
"NE, Cherry",31031,Human infections and non-human activity,22.0,4.0,1.0,2024
"NE, Cheyenne",31033,Human infections and non-human activity,28.0,5.0,3.0,2024
"NE, Colfax",31037,Human infections and non-human activity,29.0,7.0,10.0,2024
"NE, Deuel",31049,Human infections and non-human activity,18.0,1.0,2.0,2024
"NE, Dundy",31057,Human infections and non-human activity,11.0,3.0,4.0,2024
"NE, Fillmore",31059,Human infections and non-human activity,39.0,10.0,5.0,2024
"NE, Franklin",31061,Human infections and non-human activity,16.0,2.0,4.0,2024
"NE, Frontier",31063,Human infections and non-human activity,11.0,1.0,4.0,2024
"NE, Furnas",31065,Human infections and non-human activity,42.0,7.0,7.0,2024
"NE, Garden",31069,Human infections and non-human activity,26.0,4.0,0.0,2024
"NE, Gosper",31073,Human infections and non-human activity,9.0,4.0,2.0,2024
"NE, Grant",31075,Human infections and non-human activity,5.0,1.0,1.0,2024
"NE, Greeley",31077,Human infections and non-human activity,12.0,2.0,4.0,2024
"NE, Harlan",31083,Human infections and non-human activity,29.0,7.0,3.0,2024
"NE, Hayes",31085,Human infections and non-human activity,5.0,0.0,0.0,2024
"NE, Hitchcock",31087,Human infections and non-human activity,16.0,2.0,2.0,2024
"NE, Hooker",31091,Human infections and non-human activity,6.0,2.0,0.0,2024
"NE, Howard",31093,Human infections and non-human activity,25.0,7.0,9.0,2024
"NE, Jefferson",31095,Human infections and non-human activity,17.0,3.0,2.0,2024
"NE, Johnson",31097,Human infections and non-human activity,5.0,1.0,0.0,2024
"NE, Kearney",31099,Human infections and non-human activity,58.0,12.0,6.0,2024
"NE, Keya Paha",31103,Human infections and non-human activity,6.0,0.0,1.0,2024
"NE, Kimball",31105,Human infections and non-human activity,16.0,1.0,1.0,2024
"NE, Logan",31113,Human infections and non-human activity,7.0,2.0,2.0,2024
"NE, Loup",31115,Human infections and non-human activity,1.0,0.0,0.0,2024
"NE, Mcpherson",31117,Human infections and non-human activity,1.0,1.0,0.0,2024
"NE, Madison",31119,Human infections and non-human activity,58.0,19.0,20.0,2024
"NE, Merrick",31121,Human infections and non-human activity,51.0,15.0,7.0,2024
"NE, Nemaha",31127,Human infections and non-human activity,10.0,1.0,2.0,2024
"NE, Nuckolls",31129,Human infections and non-human activity,15.0,1.0,5.0,2024
"NE, Otoe",31131,Human infections and non-human activity,17.0,7.0,5.0,2024
"NE, Pawnee",31133,Human infections and non-human activity,5.0,2.0,3.0,2024
"NE, Perkins",31135,Human infections and non-human activity,38.0,6.0,9.0,2024
"NE, Phelps",31137,Human infections and non-human activity,76.0,9.0,11.0,2024
"NE, Polk",31143,Human infections and non-human activity,37.0,10.0,6.0,2024
"NE, Richardson",31147,Human infections and non-human activity,7.0,3.0,0.0,2024
"NE, Rock",31149,Human infections and non-human activity,7.0,0.0,0.0,2024
"NE, Seward",31159,Human infections and non-human activity,52.0,12.0,6.0,2024
"NE, Sherman",31163,Human infections and non-human activity,20.0,1.0,7.0,2024
"NE, Sioux",31165,Human infections and non-human activity,4.0,2.0,0.0,2024
"NE, Stanton",31167,Human infections and non-human activity,4.0,0.0,3.0,2024
"NE, Thomas",31171,Human infections and non-human activity,5.0,2.0,1.0,2024
"NE, Thurston",31173,Human infections and non-human activity,4.0,2.0,0.0,2024
"NE, Valley",31175,Human infections and non-human activity,40.0,4.0,7.0,2024
"NE, Webster",31181,Human infections and non-human activity,21.0,3.0,0.0,2024
"NE, Wheeler",31183,Human infections and non-human activity,2.0,0.0,2.0,2024
"NE, York",31185,Human infections and non-human activity,75.0,21.0,13.0,2024
"NV, Douglas",32005,Human infections and non-human activity,37.0,13.0,0.0,2024
"NV, Elko",32007,Human infections and non-human activity,29.0,6.0,0.0,2024
"NV, Eureka",32011,Non-human activity,0.0,0.0,0.0,2024
"NV, Lander",32015,Human infections and non-human activity,2.0,0.0,0.0,2024
"NV, Lincoln",32017,Human infections and non-human activity,1.0,0.0,0.0,2024
"NV, Lyon",32019,Human infections and non-human activity,47.0,15.0,6.0,2024
"NV, Mineral",32021,Human infections and non-human activity,1.0,0.0,0.0,2024
"NV, Nye",32023,Human infections and non-human activity,9.0,6.0,0.0,2024
"NV, Pershing",32027,Human infections and non-human activity,9.0,0.0,0.0,2024
"NV, Storey",32029,Non-human activity,0.0,0.0,0.0,2024
"NV, Washoe",32031,Human infections and non-human activity,61.0,27.0,10.0,2024
"NV, White Pine",32033,Non-human activity,0.0,0.0,0.0,2024
"NV, Carson City",32510,Human infections and non-human activity,15.0,5.0,1.0,2024
"NH, Belknap",33001,Human infections and non-human activity,1.0,1.0,0.0,2024
"NH, Carroll",33003,Non-human activity,0.0,0.0,0.0,2024
"NH, Cheshire",33005,Human infections and non-human activity,2.0,2.0,0.0,2024
"NH, Grafton",33009,Non-human activity,0.0,0.0,0.0,2024
"NH, Merrimack",33013,Human infections and non-human activity,1.0,1.0,0.0,2024
"NH, Strafford",33017,Non-human activity,0.0,0.0,0.0,2024
"NH, Sullivan",33019,Non-human activity,0.0,0.0,0.0,2024
"NM, Catron",35003,Non-human activity,0.0,0.0,0.0,2024
"NM, Colfax",35007,Human infections and non-human activity,9.0,6.0,0.0,2024
"NM, De Baca",35011,Human infections and non-human activity,4.0,1.0,0.0,2024
"NM, Grant",35017,Human infections and non-human activity,3.0,2.0,0.0,2024
"NM, Guadalupe",35019,Human infections and non-human activity,2.0,1.0,0.0,2024
"NM, Harding",35021,Human infections and non-human activity,1.0,0.0,0.0,2024
"NM, Hidalgo",35023,Non-human activity,0.0,0.0,0.0,2024
"NM, Los Alamos",35028,Human infections and non-human activity,2.0,0.0,0.0,2024
"NM, Luna",35029,Human infections and non-human activity,9.0,6.0,1.0,2024
"NM, Mckinley",35031,Human infections and non-human activity,9.0,7.0,0.0,2024
"NM, Mora",35033,Human infections and non-human activity,1.0,1.0,0.0,2024
"NM, Rio Arriba",35039,Human infections and non-human activity,34.0,18.0,3.0,2024
"NM, Roosevelt",35041,Human infections and non-human activity,20.0,10.0,0.0,2024
"NM, San Miguel",35047,Human infections and non-human activity,12.0,4.0,1.0,2024
"NM, Santa Fe",35049,Human infections and non-human activity,35.0,23.0,0.0,2024
"NM, Sierra",35051,Human infections and non-human activity,2.0,2.0,0.0,2024
"NM, Torrance",35057,Human infections and non-human activity,10.0,7.0,0.0,2024
"NM, Union",35059,Human infections and non-human activity,7.0,3.0,1.0,2024
"NY, Allegany",36003,Non-human activity,0.0,0.0,0.0,2024
"NY, Broome",36007,Human infections and non-human activity,11.0,7.0,1.0,2024
"NY, Cayuga",36011,Human infections and non-human activity,1.0,0.0,0.0,2024
"NY, Chemung",36015,Human infections and non-human activity,1.0,1.0,0.0,2024
"NY, Chenango",36017,Human infections and non-human activity,1.0,1.0,0.0,2024
"NY, Clinton",36019,Human infections and non-human activity,3.0,3.0,0.0,2024
"NY, Columbia",36021,Human infections and non-human activity,2.0,2.0,1.0,2024
"NY, Cortland",36023,Non-human activity,0.0,0.0,0.0,2024
"NY, Delaware",36025,Non-human activity,0.0,0.0,0.0,2024
"NY, Dutchess",36027,Human infections and non-human activity,12.0,8.0,1.0,2024
"NY, Essex",36031,Non-human activity,0.0,0.0,0.0,2024
"NY, Fulton",36035,Non-human activity,0.0,0.0,0.0,2024
"NY, Genesee",36037,Human infections and non-human activity,1.0,0.0,0.0,2024
"NY, Greene",36039,Human infections and non-human activity,5.0,5.0,0.0,2024
"NY, Hamilton",36041,Non-human activity,0.0,0.0,0.0,2024
"NY, Herkimer",36043,Human infections and non-human activity,1.0,0.0,0.0,2024
"NY, Jefferson",36045,Human infections and non-human activity,0.0,0.0,1.0,2024
"NY, Lewis",36049,Non-human activity,0.0,0.0,0.0,2024
"NY, Livingston",36051,Human infections and non-human activity,2.0,2.0,1.0,2024
"NY, Montgomery",36057,Non-human activity,0.0,0.0,0.0,2024
"NY, Orleans",36073,Human infections and non-human activity,2.0,2.0,0.0,2024
"NY, Otsego",36077,Non-human activity,0.0,0.0,0.0,2024
"NY, Putnam",36079,Human infections and non-human activity,1.0,0.0,0.0,2024
"NY, Rensselaer",36083,Human infections and non-human activity,2.0,2.0,2.0,2024
"NY, Saratoga",36091,Human infections and non-human activity,6.0,4.0,3.0,2024
"NY, Schoharie",36095,Non-human activity,0.0,0.0,0.0,2024
"NY, Schuyler",36097,Human infections and non-human activity,1.0,1.0,0.0,2024
"NY, Steuben",36101,Human infections and non-human activity,1.0,1.0,0.0,2024
"NY, Sullivan",36105,Human infections and non-human activity,2.0,1.0,0.0,2024
"NY, Tioga",36107,Human infections and non-human activity,1.0,1.0,0.0,2024
"NY, Tompkins",36109,Human infections and non-human activity,3.0,3.0,2.0,2024
"NY, Ulster",36111,Human infections and non-human activity,3.0,1.0,1.0,2024
"NY, Warren",36113,Human infections and non-human activity,2.0,0.0,0.0,2024
"NY, Washington",36115,Human infections and non-human activity,2.0,2.0,0.0,2024
"NY, Wayne",36117,Human infections and non-human activity,3.0,2.0,0.0,2024
"NY, Wyoming",36121,Human infections and non-human activity,2.0,2.0,0.0,2024
"NY, Yates",36123,Human infections and non-human activity,2.0,2.0,1.0,2024
NY,36999,Human infections,1.0,1.0,0.0,2024
"NC, Alamance",37001,Human infections and non-human activity,2.0,2.0,0.0,2024
"NC, Alexander",37003,Non-human activity,0.0,0.0,0.0,2024
"NC, Alleghany",37005,Non-human activity,0.0,0.0,0.0,2024
"NC, Anson",37007,Non-human activity,0.0,0.0,0.0,2024
"NC, Ashe",37009,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Beaufort",37013,Human infections and non-human activity,4.0,4.0,1.0,2024
"NC, Bertie",37015,Non-human activity,0.0,0.0,0.0,2024
"NC, Bladen",37017,Non-human activity,0.0,0.0,0.0,2024
"NC, Brunswick",37019,Human infections and non-human activity,2.0,1.0,0.0,2024
"NC, Burke",37023,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Cabarrus",37025,Human infections and non-human activity,4.0,4.0,1.0,2024
"NC, Caldwell",37027,Human infections and non-human activity,0.0,0.0,1.0,2024
"NC, Camden",37029,Non-human activity,0.0,0.0,0.0,2024
"NC, Carteret",37031,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Caswell",37033,Non-human activity,0.0,0.0,0.0,2024
"NC, Catawba",37035,Human infections and non-human activity,4.0,4.0,0.0,2024
"NC, Cherokee",37039,Non-human activity,0.0,0.0,0.0,2024
"NC, Chowan",37041,Non-human activity,0.0,0.0,0.0,2024
"NC, Clay",37043,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Cleveland",37045,Human infections and non-human activity,2.0,2.0,0.0,2024
"NC, Columbus",37047,Human infections and non-human activity,4.0,4.0,0.0,2024
"NC, Craven",37049,Human infections and non-human activity,2.0,2.0,0.0,2024
"NC, Cumberland",37051,Human infections and non-human activity,10.0,8.0,1.0,2024
"NC, Currituck",37053,Human infections and non-human activity,2.0,1.0,0.0,2024
"NC, Dare",37055,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Davidson",37057,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Davie",37059,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Duplin",37061,Non-human activity,0.0,0.0,0.0,2024
"NC, Edgecombe",37065,Non-human activity,0.0,0.0,0.0,2024
"NC, Forsyth",37067,Human infections and non-human activity,3.0,3.0,0.0,2024
"NC, Franklin",37069,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Gaston",37071,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Gates",37073,Non-human activity,0.0,0.0,0.0,2024
"NC, Granville",37077,Non-human activity,0.0,0.0,0.0,2024
"NC, Greene",37079,Non-human activity,0.0,0.0,0.0,2024
"NC, Halifax",37083,Non-human activity,0.0,0.0,0.0,2024
"NC, Harnett",37085,Human infections and non-human activity,1.0,0.0,0.0,2024
"NC, Haywood",37087,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Henderson",37089,Non-human activity,0.0,0.0,0.0,2024
"NC, Hertford",37091,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Hoke",37093,Human infections and non-human activity,0.0,0.0,1.0,2024
"NC, Hyde",37095,Human infections and non-human activity,1.0,0.0,0.0,2024
"NC, Iredell",37097,Human infections and non-human activity,2.0,1.0,0.0,2024
"NC, Jackson",37099,Human infections and non-human activity,1.0,0.0,0.0,2024
"NC, Johnston",37101,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Jones",37103,Non-human activity,0.0,0.0,0.0,2024
"NC, Lee",37105,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Lincoln",37109,Human infections and non-human activity,1.0,1.0,1.0,2024
"NC, Mcdowell",37111,Non-human activity,0.0,0.0,0.0,2024
"NC, Macon",37113,Non-human activity,0.0,0.0,0.0,2024
"NC, Madison",37115,Non-human activity,0.0,0.0,0.0,2024
"NC, Martin",37117,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Mitchell",37121,Non-human activity,0.0,0.0,0.0,2024
"NC, Montgomery",37123,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Moore",37125,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Nash",37127,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, New Hanover",37129,Human infections and non-human activity,6.0,6.0,2.0,2024
"NC, Northampton",37131,Non-human activity,0.0,0.0,0.0,2024
"NC, Onslow",37133,Human infections and non-human activity,2.0,2.0,0.0,2024
"NC, Orange",37135,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Pamlico",37137,Non-human activity,0.0,0.0,0.0,2024
"NC, Pender",37141,Non-human activity,0.0,0.0,0.0,2024
"NC, Perquimans",37143,Non-human activity,0.0,0.0,0.0,2024
"NC, Person",37145,Non-human activity,0.0,0.0,0.0,2024
"NC, Pitt",37147,Human infections and non-human activity,4.0,4.0,0.0,2024
"NC, Polk",37149,Non-human activity,0.0,0.0,0.0,2024
"NC, Randolph",37151,Human infections and non-human activity,1.0,0.0,0.0,2024
"NC, Richmond",37153,Non-human activity,0.0,0.0,0.0,2024
"NC, Robeson",37155,Human infections and non-human activity,0.0,0.0,1.0,2024
"NC, Rockingham",37157,Non-human activity,0.0,0.0,0.0,2024
"NC, Rutherford",37161,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Sampson",37163,Non-human activity,0.0,0.0,0.0,2024
"NC, Scotland",37165,Human infections,1.0,1.0,0.0,2024
"NC, Stanly",37167,Non-human activity,0.0,0.0,0.0,2024
"NC, Stokes",37169,Non-human activity,0.0,0.0,0.0,2024
"NC, Surry",37171,Non-human activity,0.0,0.0,0.0,2024
"NC, Swain",37173,Non-human activity,0.0,0.0,0.0,2024
"NC, Transylvania",37175,Non-human activity,0.0,0.0,0.0,2024
"NC, Tyrrell",37177,Non-human activity,0.0,0.0,0.0,2024
"NC, Union",37179,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Vance",37181,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Wake",37183,Human infections and non-human activity,14.0,12.0,10.0,2024
"NC, Warren",37185,Non-human activity,0.0,0.0,0.0,2024
"NC, Washington",37187,Non-human activity,0.0,0.0,0.0,2024
"NC, Watauga",37189,Human infections and non-human activity,2.0,2.0,0.0,2024
"NC, Wayne",37191,Human infections,1.0,1.0,1.0,2024
"NC, Wilkes",37193,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Wilson",37195,Human infections and non-human activity,1.0,1.0,0.0,2024
"NC, Yadkin",37197,Non-human activity,0.0,0.0,0.0,2024
"ND, Adams",38001,Human infections and non-human activity,11.0,3.0,1.0,2024
"ND, Benson",38005,Human infections and non-human activity,19.0,7.0,0.0,2024
"ND, Bowman",38011,Human infections and non-human activity,22.0,2.0,1.0,2024
"ND, Burke",38013,Human infections and non-human activity,13.0,4.0,0.0,2024
"ND, Cavalier",38019,Human infections and non-human activity,6.0,2.0,0.0,2024
"ND, Dunn",38025,Human infections and non-human activity,23.0,6.0,0.0,2024
"ND, Eddy",38027,Human infections and non-human activity,5.0,0.0,0.0,2024
"ND, Emmons",38029,Human infections and non-human activity,25.0,7.0,1.0,2024
"ND, Foster",38031,Human infections and non-human activity,14.0,4.0,4.0,2024
"ND, Golden Valley",38033,Human infections and non-human activity,4.0,1.0,0.0,2024
"ND, Grant",38037,Human infections and non-human activity,17.0,3.0,1.0,2024
"ND, La Moure",38045,Human infections and non-human activity,47.0,6.0,6.0,2024
"ND, Logan",38047,Human infections and non-human activity,7.0,3.0,1.0,2024
"ND, Oliver",38065,Human infections and non-human activity,12.0,1.0,0.0,2024
"ND, Pierce",38069,Human infections and non-human activity,11.0,4.0,0.0,2024
"ND, Ramsey",38071,Human infections and non-human activity,44.0,6.0,6.0,2024
"ND, Ransom",38073,Human infections and non-human activity,29.0,4.0,4.0,2024
"ND, Renville",38075,Human infections and non-human activity,8.0,0.0,0.0,2024
"ND, Sargent",38081,Human infections and non-human activity,36.0,7.0,9.0,2024
"ND, Sheridan",38083,Human infections and non-human activity,10.0,1.0,0.0,2024
"ND, Sioux",38085,Human infections and non-human activity,18.0,6.0,0.0,2024
"ND, Slope",38087,Human infections and non-human activity,3.0,0.0,0.0,2024
"ND, Towner",38095,Human infections and non-human activity,5.0,0.0,0.0,2024
"ND, Traill",38097,Human infections and non-human activity,18.0,2.0,1.0,2024
"ND, Wells",38103,Human infections and non-human activity,20.0,4.0,2.0,2024
"OH, Adams",39001,Human infections and non-human activity,2.0,2.0,0.0,2024
"OH, Allen",39003,Human infections and non-human activity,16.0,12.0,2.0,2024
"OH, Ashland",39005,Human infections and non-human activity,1.0,1.0,3.0,2024
"OH, Auglaize",39011,Human infections and non-human activity,11.0,8.0,5.0,2024
"OH, Belmont",39013,Human infections and non-human activity,1.0,1.0,0.0,2024
"OH, Champaign",39021,Human infections and non-human activity,3.0,3.0,1.0,2024
"OH, Crawford",39033,Human infections and non-human activity,0.0,0.0,1.0,2024
